Country,Year,Status,Lifeexpectancy,AdultMortality,infantdeaths,Alcohol,percentageexpenditure,BMI,Schooling,GDP,under-fivedeaths
Croatia,2000,Developed,74.7,127,0,12.73,649.3909871,54.7,12.2,4919.62869,0
Cuba,2015,Developing,79.1,92,1,,0,61.4,13.9,762.261218,1
Cuba,2014,Developing,79,93,1,4.37,13.6691019,6.7,14,75.5199,1
Cuba,2013,Developing,78.7,96,1,4.18,95.67571176,59.9,14.7,676.15344,1
Cuba,2012,Developing,78.7,96,1,4.16,742.1961992,59.2,15.7,6425.941119,1
Cuba,2011,Developing,78.8,92,1,4.14,102.0645784,58.4,16.5,675.92436,1
Cuba,2010,Developing,78,98,1,4.13,787.2808163,57.7,17.6,5676.14143,1
Cuba,2009,Developing,78.1,11,1,4.01,818.8771016,56.9,17.7,5484.7763,1
Cuba,2008,Developing,77.9,12,1,4.26,708.6157966,56.2,17.1,5376.447622,1
Cuba,2007,Developing,78.1,14,1,4.13,750.7147641,55.4,16,5184.494227,1
Cuba,2006,Developing,78,14,1,4.17,523.4724284,54.6,14.7,4669.6916,1
Cuba,2005,Developing,77.2,19,1,4.48,518.9359221,53.8,14.2,3779.577,1
Cuba,2004,Developing,77.3,17,1,4.38,4.484254579,53,13.2,339.716256,1
Cuba,2003,Developing,77.4,18,1,4.39,60.34145124,52.1,12.9,3192.669378,1
Cuba,2002,Developing,77.7,19,1,4.1,334.7672107,51.3,12.5,2994.339988,1
Cuba,2001,Developing,76.7,115,1,4.04,322.5863149,5.4,12.3,2832.188893,1
Cuba,2000,Developing,76.9,115,1,3.92,49.34007756,49.4,12.1,2741.11542,1
Cyprus,2015,Developed,85,52,0,,0,6.3,14.3,2375.1127,0
Cyprus,2014,Developed,83,53,0,0.01,207.3041936,59.8,14,2734.88382,0
Cyprus,2013,Developed,81,54,0,9.04,212.0859259,59.2,13.8,2797.96736,0
Cyprus,2012,Developed,80,56,0,10.55,2159.756205,58.7,13.8,28951.15556,0
Cyprus,2011,Developed,79.7,57,0,10.69,2443.325028,58.3,13.8,32233.83942,0
Cyprus,2010,Developed,79.5,59,0,11.32,283.3300258,57.8,14.6,3818.46396,0
Cyprus,2009,Developed,79.3,6,0,10.8,230.2524184,57.3,14.1,3215.8159,0
Cyprus,2008,Developed,79.1,62,0,12.01,239.6409938,56.8,13.7,3539.7488,0
Cyprus,2007,Developed,78.9,63,0,11.56,1958.525877,56.3,13.5,31386.63265,0
Cyprus,2006,Developed,78.8,64,0,11.47,1700.841534,55.8,13.4,27169.99256,0
Cyprus,2005,Developed,78.7,65,0,11.41,1562.520827,55.3,13.5,25324.48666,0
Cyprus,2004,Developed,78.6,65,0,13.03,1586.724172,54.8,13.4,23932.49128,0
Cyprus,2003,Developed,78.5,66,0,10.62,158.7087399,54.3,13,2293.4789,0
Cyprus,2002,Developed,78.4,68,0,11.68,1128.050886,53.8,12.5,16372.29152,0
Cyprus,2001,Developed,78.2,69,0,10.16,100.8086193,53.3,12.4,1562.92433,0
Cyprus,2000,Developed,78.1,7,0,9.56,950.8027925,52.8,12.5,14672.8826,0
Czechia,2015,Developed,78.8,86,0,,0,66.1,,,0
Czechia,2014,Developed,78.6,88,0,12.68,0,65.6,,,0
Czechia,2013,Developed,78.2,9,0,12.45,0,65.1,,,0
Czechia,2012,Developed,78,93,0,12.71,0,64.5,,,0
Czechia,2011,Developed,77.8,97,0,12.43,0,64,,,0
Czechia,2010,Developed,77.5,99,0,12.69,0,63.6,,,0
Czechia,2009,Developed,77.1,12,0,13.23,0,63.1,,,0
Czechia,2008,Developed,77,16,0,13.25,0,62.6,,,0
Czechia,2007,Developed,76.8,17,0,13.43,0,62.2,,,0
Czechia,2006,Developed,76.5,19,0,13.03,0,61.8,,,0
Czechia,2005,Developed,75.9,114,0,13.19,0,61.3,,,0
Czechia,2004,Developed,75.8,116,0,13.24,0,6.8,,,0
Czechia,2003,Developed,75.2,122,0,13.01,0,6.4,,,0
Czechia,2002,Developed,75.3,12,0,13.47,0,59.9,,,0
Czechia,2001,Developed,75.1,123,0,13.36,0,59.4,,,0
Czechia,2000,Developed,74.7,126,0,13.22,0,59,,,0
DemocraticPeople'sRepublicofKorea,2015,Developing,76,139,6,,0,32.9,,,7
DemocraticPeople'sRepublicofKorea,2014,Developing,73,142,6,0.01,0,32.4,,,8
DemocraticPeople'sRepublicofKorea,2013,Developing,71,146,6,3.35,0,31.8,,,8
DemocraticPeople'sRepublicofKorea,2012,Developing,69.8,149,7,3.61,0,31.3,,,9
DemocraticPeople'sRepublicofKorea,2011,Developing,69.4,153,8,3.39,0,3.8,,,10
DemocraticPeople'sRepublicofKorea,2010,Developing,69,157,8,3.12,0,3.3,,,10
DemocraticPeople'sRepublicofKorea,2009,Developing,68.7,161,9,3.35,0,29.7,,,11
DemocraticPeople'sRepublicofKorea,2008,Developing,68.6,164,9,3.16,0,29.2,,,12
DemocraticPeople'sRepublicofKorea,2007,Developing,68.5,166,9,3.13,0,28.7,,,12
DemocraticPeople'sRepublicofKorea,2006,Developing,68.5,165,10,3.28,0,28.2,,,12
DemocraticPeople'sRepublicofKorea,2005,Developing,68.5,165,10,3.21,0,27.7,,,13
DemocraticPeople'sRepublicofKorea,2004,Developing,68.4,165,11,3.13,0,27.2,,,14
DemocraticPeople'sRepublicofKorea,2003,Developing,68.1,165,12,3.13,0,26.7,,,15
DemocraticPeople'sRepublicofKorea,2002,Developing,67.6,167,14,3.08,0,26.2,,,18
DemocraticPeople'sRepublicofKorea,2001,Developing,66.6,177,16,2.53,0,25.7,,,21
DemocraticPeople'sRepublicofKorea,2000,Developing,65.4,192,18,3.52,0,25.2,,,25
DemocraticRepublicoftheCongo,2015,Developing,59.8,258,236,,0,21.6,,,308
DemocraticRepublicoftheCongo,2014,Developing,59.3,266,237,0.01,0,21.1,,,312
DemocraticRepublicoftheCongo,2013,Developing,58.8,272,238,0.01,0,2.6,,,314
DemocraticRepublicoftheCongo,2012,Developing,58.3,277,239,0.01,0,2.1,,,317
DemocraticRepublicoftheCongo,2011,Developing,57.9,278,239,1.82,0,19.6,,,319
DemocraticRepublicoftheCongo,2010,Developing,57.4,283,239,1.81,0,19.1,,,321
DemocraticRepublicoftheCongo,2009,Developing,56.7,292,238,2.13,0,18.6,,,323
DemocraticRepublicoftheCongo,2008,Developing,56.3,295,237,2.09,0,18.2,,,324
DemocraticRepublicoftheCongo,2007,Developing,55.7,299,236,1.52,0,17.8,,,326
DemocraticRepublicoftheCongo,2006,Developing,55,36,235,1.53,0,17.3,,,327
DemocraticRepublicoftheCongo,2005,Developing,54.3,314,233,1.43,0,16.9,,,329
DemocraticRepublicoftheCongo,2004,Developing,53.5,323,232,1.44,0,16.5,,,330
DemocraticRepublicoftheCongo,2003,Developing,52.8,332,231,1.83,0,16.1,,,331
DemocraticRepublicoftheCongo,2002,Developing,52.1,341,229,1.85,0,15.7,,,331
DemocraticRepublicoftheCongo,2001,Developing,51.8,34,227,1.9,0,15.3,,,332
DemocraticRepublicoftheCongo,2000,Developing,51.3,346,226,1.98,0,14.9,,,332
Denmark,2015,Developed,86,71,0,,0,58.8,19.2,5314.64416,0
Denmark,2014,Developed,84,73,0,9.64,10468.76292,58.4,19.2,62425.5392,0
Denmark,2013,Developed,81,75,0,9.5,10261.763,58.1,18.7,61191.19263,0
Denmark,2012,Developed,80,76,0,9.26,928.4170785,57.7,18.4,5857.521,0
Denmark,2011,Developed,79.7,79,0,10.47,10251.10872,57.4,16.9,61753.667,0
Denmark,2010,Developed,79.2,84,0,10.28,954.4865933,57,16.8,5841.41122,0
Denmark,2009,Developed,78.9,86,0,10.08,9765.616994,56.6,16.8,58163.29359,0
Denmark,2008,Developed,78.8,88,0,10.7,10761.18209,56.3,16.8,64322.6664,0
Denmark,2007,Developed,78.4,93,0,10.99,9703.068121,55.9,16.7,58487.451,0
Denmark,2006,Developed,78.1,93,0,11.02,850.9544783,55.4,16.9,5226.99311,0
Denmark,2005,Developed,78.1,92,0,11.28,7627.412444,55,16.6,48799.8237,0
Denmark,2004,Developed,77.7,98,0,11.27,6948.839868,54.4,16.5,46511.6457,0
Denmark,2003,Developed,77.3,11,0,11.54,650.9813544,53.9,16.3,4458.7764,0
Denmark,2002,Developed,77,14,0,11.34,4801.546125,53.3,16.6,33228.69291,0
Denmark,2001,Developed,77,12,0,11.56,530.4832336,52.8,16.2,3751.64946,0
Denmark,2000,Developed,76.9,12,0,11.69,508.7496912,52.2,16.5,3743.55917,0
Djibouti,2015,Developing,63.5,241,1,,0,35,6.3,1862.167274,1
Djibouti,2014,Developing,63,252,1,0.38,24.73299655,34.4,6.3,174.91511,1
Djibouti,2013,Developing,62.7,256,1,0.53,229.4410095,33.8,6.3,1622.637974,2
Djibouti,2012,Developing,62.2,263,1,0.52,217.2125786,33.2,6.3,1536.15685,2
Djibouti,2011,Developing,61.8,268,1,0.39,20.35974738,32.7,5.9,143.986898,2
Djibouti,2010,Developing,61.3,273,1,0.44,187.4960097,32.2,5.5,1325.99724,2
Djibouti,2009,Developing,69,279,1,0.49,177.2671607,31.7,5.3,1253.657431,2
Djibouti,2008,Developing,62,289,1,0.49,171.7686449,31.3,5,1214.77118,2
Djibouti,2007,Developing,59.8,296,1,0.45,20.86878709,3.9,4.5,147.586896,2
Djibouti,2006,Developing,59.1,39,2,1.02,121.4812077,3.6,4.3,965.6693779,2
Djibouti,2005,Developing,58.6,318,2,1.23,12.70325933,3.2,4,94.7297489,2
Djibouti,2004,Developing,58.1,326,2,1.18,106.0354659,29.8,3.7,864.184726,2
Djibouti,2003,Developing,58,325,2,1.02,94.13302875,29.4,3.5,819.974118,2
Djibouti,2002,Developing,57.9,322,2,1.03,13.46662004,29,3.3,792.15412,2
Djibouti,2001,Developing,57.7,323,2,0.95,92.4978948,28.6,2.9,781.2322196,2
Djibouti,2000,Developing,57.4,325,2,1.34,91.95075901,28.2,2.9,768.176767,2
Dominica,2013,Developing,,,0,0.01,11.41955507,58.4,12.7,722.75665,0
DominicanRepublic,2015,Developing,73.9,152,6,,0,58.9,13.2,6468.471648,7
DominicanRepublic,2014,Developing,73.6,154,6,5.92,1088.244952,57.9,13.2,6268.692122,7
DominicanRepublic,2013,Developing,73.4,157,6,5.93,97.52211538,56.8,13.2,627.55544,7
DominicanRepublic,2012,Developing,72.1,174,6,5.93,857.1307037,55.8,13.1,5968.876767,7
DominicanRepublic,2011,Developing,73.1,16,6,5.91,843.7876995,54.7,13,5759.643,7
DominicanRepublic,2010,Developing,72.7,166,6,6.02,664.5585242,53.6,12.9,5451.6696,8
DominicanRepublic,2009,Developing,73.6,157,6,6.05,587.8828228,52.6,12.9,4952.67753,8
DominicanRepublic,2008,Developing,73.3,161,6,6.12,49.09241952,51.5,12.8,511.37937,8
DominicanRepublic,2007,Developing,72.9,164,6,6.05,74.8217488,5.4,12.7,4647.31359,8
DominicanRepublic,2006,Developing,72.3,178,7,6.2,352.9551269,49.3,12.6,3836.468771,8
DominicanRepublic,2005,Developing,69.7,28,7,5.71,289.7418649,48.2,12.6,3681.5993,8
DominicanRepublic,2004,Developing,69.3,214,7,5.16,182.6162515,47.2,12.5,2421.9662,8
DominicanRepublic,2003,Developing,73,22,7,6.32,293.0196601,46.1,12.4,2372.628827,8
DominicanRepublic,2002,Developing,71.4,189,7,6.43,4.67359227,45.1,12.3,38.46578,8
DominicanRepublic,2001,Developing,71.2,188,7,6.13,340.0239945,44.1,12.3,2862.154836,9
DominicanRepublic,2000,Developing,72,176,7,6.58,44.79247812,43.1,12.2,282.4242,9
Ecuador,2015,Developing,76.2,118,6,,0,54.2,14,625.62224,7
Ecuador,2014,Developing,76,121,6,3.82,79.11626341,53.5,14,6432.216537,7
Ecuador,2013,Developing,76,121,6,3.77,59.12850204,52.8,13.4,674.9829,8
Ecuador,2012,Developing,75.5,127,7,3.92,41.88087712,52.1,13.3,572.14313,8
Ecuador,2011,Developing,75.3,131,7,3.99,344.7412164,51.4,13.2,5223.351763,8
Ecuador,2010,Developing,75,134,7,3.95,367.9285652,5.7,13.1,4657.32361,8
Ecuador,2009,Developing,75.1,137,7,3.87,282.1440066,5,13.1,4255.56571,8
Ecuador,2008,Developing,74.6,139,7,3.76,197.9303077,49.3,13,4274.95265,9
Ecuador,2007,Developing,74.7,14,7,3.63,19.60467787,48.6,12.9,359.71886,9
Ecuador,2006,Developing,74.4,144,8,3.52,19.13983284,47.9,12.8,335.786541,9
Ecuador,2005,Developing,74.2,151,8,3.54,18.09317114,47.2,12.8,321.942547,9
Ecuador,2004,Developing,74.4,148,8,3.65,16.37920405,46.5,12.7,278.557892,9
Ecuador,2003,Developing,74.4,151,8,3.69,18.26183281,45.8,12.6,244.46898,10
Ecuador,2002,Developing,73.6,157,8,3.88,187.3843511,45.1,12.5,2183.966796,10
Ecuador,2001,Developing,73.4,158,9,4.13,14.5887403,44.3,12.4,193.741571,10
Ecuador,2000,Developing,72.8,163,9,3.99,84.17527008,43.6,12.4,1451.29776,11
Egypt,2015,Developing,79,159,51,,0,61.1,13.1,,60
Egypt,2014,Developing,78,161,53,0.21,0,6.2,13.1,,62
Egypt,2013,Developing,79,159,54,0.21,0,59.4,12.8,,63
Egypt,2012,Developing,72,165,54,0.23,0,58.6,12.4,,64
Egypt,2011,Developing,74,168,55,0.22,0,57.8,12.4,,64
Egypt,2010,Developing,70,173,54,0.22,0,57,12.2,,64
Egypt,2009,Developing,69.9,174,54,0.21,0,56.2,12,,64
Egypt,2008,Developing,69.8,172,54,0.24,0,55.5,11.9,,65
Egypt,2007,Developing,69.7,171,55,0.21,0,54.8,11.7,,65
Egypt,2006,Developing,69.5,175,55,0.18,0,54.2,11.5,,66
Egypt,2005,Developing,69.4,174,56,0.16,0,53.5,11.4,,68
Egypt,2004,Developing,69,176,57,0.16,0,52.9,11.2,,70
Egypt,2003,Developing,68.6,178,59,0.15,0,52.3,11.3,,72
Egypt,2002,Developing,68.7,177,61,0.15,0,51.8,11.2,,75
Egypt,2001,Developing,68.6,177,63,0.14,0,51.2,11.1,,78
Egypt,2000,Developing,68.8,171,65,0.14,0,5.7,11,,82
ElSalvador,2015,Developing,73.5,178,2,,0,56.1,13.2,4127.11775,2
ElSalvador,2014,Developing,73.3,181,2,2.52,665.7260253,55.4,13.2,3988.771871,2
ElSalvador,2013,Developing,73,184,2,2.42,653.6925016,54.7,13.2,3895.664491,2
ElSalvador,2012,Developing,73,181,2,2.48,591.7757569,54.1,13.2,3827.786267,2
ElSalvador,2011,Developing,72,197,2,2.37,549.2783081,53.4,13,3736.58713,2
ElSalvador,2010,Developing,72,191,2,2.36,469.3904193,52.8,12.9,3474.392445,2
ElSalvador,2009,Developing,71.4,23,2,2.55,416.4338399,52.1,12.8,3366.482133,2
ElSalvador,2008,Developing,71.7,194,2,2.68,53.95949877,51.4,13.4,357.347674,3
ElSalvador,2007,Developing,71.2,23,2,2.83,52.30172215,5.8,12.9,334.83817,3
ElSalvador,2006,Developing,75,211,3,2.77,57.74562629,5.1,12.9,362.951768,3
ElSalvador,2005,Developing,71,213,3,2.77,440.6027042,49.4,12.7,2835.281237,3
ElSalvador,2004,Developing,70,215,3,2.9,398.6058322,48.6,12.4,2632.79942,3
ElSalvador,2003,Developing,69.9,29,3,3.1,400.1342971,47.8,12,2519.737387,4
ElSalvador,2002,Developing,73,24,3,2.97,29.68529375,47,11.8,248.4125,4
ElSalvador,2001,Developing,68.9,219,4,2.88,332.1056586,46.2,11.6,2338.772244,4
ElSalvador,2000,Developing,69,218,4,2.79,353.6690328,45.3,11.3,2238.4116,5
EquatorialGuinea,2015,Developing,58.2,32,3,,0,24.5,9.2,1347.31257,4
EquatorialGuinea,2014,Developing,57.9,32,3,0.01,13.40477417,24,9.2,192.59733,4
EquatorialGuinea,2013,Developing,57.4,327,3,10.72,156.3907685,23.5,9.2,2246.9938,4
EquatorialGuinea,2012,Developing,56.7,337,3,11.89,1500.412635,23,9.2,21557.6528,4
EquatorialGuinea,2011,Developing,56.2,344,3,10.99,1493.051277,22.6,9.2,21451.88617,4
EquatorialGuinea,2010,Developing,56.1,339,3,9.93,1192.696619,22.1,9.2,17136.44568,4
EquatorialGuinea,2009,Developing,55.7,34,3,7.97,115.0692415,21.7,9.1,1653.2937,4
EquatorialGuinea,2008,Developing,55.4,338,3,8.34,1705.678619,21.3,9.1,22742.38159,4
EquatorialGuinea,2007,Developing,55,339,3,6.86,1024.519543,2.9,9,15761.83913,4
EquatorialGuinea,2006,Developing,54.8,337,3,7.28,827.5979335,2.5,9,12732.2759,4
EquatorialGuinea,2005,Developing,54.4,337,3,7.19,12.0661671,2.2,8.7,185.63334,4
EquatorialGuinea,2004,Developing,54.1,336,3,6.28,44.54768305,19.8,8.5,685.34897,4
EquatorialGuinea,2003,Developing,53.8,334,3,7.13,309.7834587,19.5,8.4,3577.176197,4
EquatorialGuinea,2002,Developing,53.5,334,3,6.01,234.7874207,19.1,8.2,2711.17114,4
EquatorialGuinea,2001,Developing,53.1,334,3,5.07,197.7839552,18.7,8,2283.87939,4
EquatorialGuinea,2000,Developing,52.7,336,3,4.46,14.95451321,18.3,0,172.68491,4
Eritrea,2015,Developing,64.7,255,5,,0,18.6,5,,7
Eritrea,2014,Developing,64.4,261,5,0.01,0,18,5,,8
Eritrea,2013,Developing,64,266,6,0.01,0,17.5,5,,8
Eritrea,2012,Developing,63.6,274,6,0.01,0,17,5,,8
Eritrea,2011,Developing,62.9,286,6,0.62,20.97991915,16.5,5,582.775532,8
Eritrea,2010,Developing,62.1,298,6,0.61,17.35739784,16,5.1,482.14994,9
Eritrea,2009,Developing,61.4,311,6,0.63,1.575160196,15.5,5.2,43.7544499,9
Eritrea,2008,Developing,67,322,6,0.49,11.76572311,15.1,5.2,326.825642,9
Eritrea,2007,Developing,62,329,6,1.23,11.42385961,14.7,5.3,317.3294336,9
Eritrea,2006,Developing,59.7,336,7,0.97,10.60269773,14.3,5.3,297.828588,9
Eritrea,2005,Developing,59.4,34,7,1.07,5.064688968,13.9,5.4,276.75896,9
Eritrea,2004,Developing,59.1,342,7,0.64,10.26097341,13.6,5,287.4222243,10
Eritrea,2003,Developing,58.8,343,7,0.56,6.913998013,13.3,4.7,232.7945459,10
Eritrea,2002,Developing,58.5,343,7,0.83,0.703132179,13.1,4.4,21.7687981,10
Eritrea,2001,Developing,58.1,345,7,0.61,5.593619538,12.8,4.3,215.139213,10
Eritrea,2000,Developing,45.3,593,7,0.83,0.735940361,12.6,3.9,28.1969487,10
Estonia,2015,Developing,77.6,119,0,,0,59.9,16.5,1774.9291,0
Estonia,2014,Developing,77.3,122,0,0.01,2700.07305,59.4,16.5,19941.45532,0
Estonia,2013,Developing,76.9,127,0,0.01,261.2914808,59,16.5,1929.7746,0
Estonia,2012,Developing,76.3,135,0,0.01,2263.103797,58.5,16.5,17421.8922,0
Estonia,2011,Developing,76.1,138,0,0.01,2146.945741,58,16.4,17454.84342,0
Estonia,2010,Developing,75.6,137,0,14.97,1802.017593,57.6,16.2,14638.6482,0
Estonia,2009,Developing,74.9,156,0,15.04,1717.088711,57.1,16.1,14726.31828,0
Estonia,2008,Developing,74.2,167,0,16.99,225.0723618,56.7,16.1,1894.5485,0
Estonia,2007,Developing,73,189,0,17.87,1904.12469,56.3,16.1,16586.452,0
Estonia,2006,Developing,73,188,0,16.58,244.3510801,55.9,16.1,12595.4165,0
Estonia,2005,Developing,72.8,189,0,15.52,153.5045263,55.5,15.9,1338.31322,0
Estonia,2004,Developing,72.3,195,0,15.07,101.1201161,55.2,15.7,885.465115,0
Estonia,2003,Developing,71.9,199,0,11.64,132.7233922,54.9,15.6,7174.237415,0
Estonia,2002,Developing,71.2,211,0,11.48,7.806042825,54.6,15.4,538.347781,0
Estonia,2001,Developing,78,225,0,0.01,88.62945822,54.3,15,4498.95727,0
Estonia,2000,Developing,78,218,0,0.01,5.34809451,54,14.4,47.32827,0
Ethiopia,2015,Developing,64.8,225,136,,0,17.6,8.4,645.4637627,194
Ethiopia,2014,Developing,64.2,234,140,0.01,89.95805845,17.2,8.4,571.1622759,202
Ethiopia,2013,Developing,63.7,237,145,1.86,8.313282039,16.8,8.4,52.1535887,211
Ethiopia,2012,Developing,63.3,241,150,1.84,86.82551124,16.4,8.4,468.567249,221
Ethiopia,2011,Developing,62.6,249,156,1.32,67.77565369,16,8.2,354.8463544,231
Ethiopia,2010,Developing,61.8,261,162,1.34,67.73374413,15.6,8.1,341.39992,243
Ethiopia,2009,Developing,68,274,169,1.17,53.77354001,15.3,8.1,379.7566385,256
Ethiopia,2008,Developing,59.8,289,177,1.13,38.55783268,14.9,7.6,325.3825543,270
Ethiopia,2007,Developing,58.5,39,186,1.06,30.46451811,14.5,7.1,243.326822,286
Ethiopia,2006,Developing,57.2,328,196,1.22,22.18952246,14.2,6.6,193.794956,304
Ethiopia,2005,Developing,56,343,206,0.99,18.03753133,13.8,5.8,161.6266248,323
Ethiopia,2004,Developing,55,354,217,0.86,1.506962482,13.5,5.4,135.7623858,342
Ethiopia,2003,Developing,54,363,228,0.79,10.97201912,13.2,5.2,118.8734466,360
Ethiopia,2002,Developing,53.2,369,237,0.8,10.82452594,12.9,4.9,111.3634356,377
Ethiopia,2001,Developing,52.5,372,246,0.85,1.186227577,12.6,4.3,12.1789279,392
Ethiopia,2000,Developing,51.2,391,253,0.88,11.59481766,12.3,3.9,123.876257,404
Fiji,2015,Developing,69.9,188,0,,0,62.7,15.3,4921.89629,0
Fiji,2014,Developing,69.7,19,0,0.01,50.539484,61.9,15.2,546.3728,0
Fiji,2013,Developing,69.6,192,0,0.01,460.6487805,61.1,15,4763.68956,0
Fiji,2012,Developing,69.4,195,0,0.01,431.4854874,6.2,14.9,4546.73854,0
Fiji,2011,Developing,69.2,197,0,0.01,401.7931045,59.5,14.7,4353.121392,0
Fiji,2010,Developing,69.1,2,0,2.25,62.08343533,58.7,14.6,3651.966784,0
Fiji,2009,Developing,68.9,23,0,2.31,60.65068446,58,14.5,3369.48247,0
Fiji,2008,Developing,68.7,26,0,1.95,81.04656111,57.3,14.3,4177.657789,0
Fiji,2007,Developing,68.6,29,0,2.09,5.889526221,56.6,14.2,478.82327,0
Fiji,2006,Developing,68.5,211,0,2.06,52.1241634,55.9,14,3749.939813,0
Fiji,2005,Developing,68.3,214,0,2.02,64.39203443,55.1,13.9,3658.63832,0
Fiji,2004,Developing,68.1,218,0,1.63,43.99452464,54.2,13.4,3332.918533,0
Fiji,2003,Developing,68,22,0,1.76,253.8196705,53.2,13.3,2835.973972,0
Fiji,2002,Developing,67.9,22,0,1.85,206.071686,52.2,13.3,2259.55796,0
Fiji,2001,Developing,67.8,221,0,1.93,20.7119129,51.2,13.2,238.891729,0
Fiji,2000,Developing,67.7,221,0,2.05,31.25834616,5.2,13.1,276.1338,0
Finland,2015,Developing,81.1,76,0,,0,62.1,17,4245.39744,0
Finland,2014,Developing,89,78,0,8.8,6164.455402,61.7,17,49914.61864,0
Finland,2013,Developing,87,79,0,8.97,6115.496624,61.4,17,49638.7713,0
Finland,2012,Developing,84,82,0,9.24,5889.012536,61,17,47415.55987,0
Finland,2011,Developing,83,86,0,9.81,71.01620838,6.6,16.9,579.72415,0
Finland,2010,Developing,79.9,89,0,9.72,591.6691405,6.2,16.8,4622.41516,0
Finland,2009,Developing,79.7,91,0,9.96,579.7384368,59.8,17,4717.15571,0
Finland,2008,Developing,79.6,94,0,10.26,678.88112,59.4,17.1,5341.31487,0
Finland,2007,Developing,79.3,96,0,10.45,6147.1323,59,17.2,48288.5491,0
Finland,2006,Developing,79.2,96,0,10.15,524.7775227,58.6,17.2,4112.67651,0
Finland,2005,Developing,78.9,11,0,9.95,4816.589613,58.1,17.1,38969.17163,0
Finland,2004,Developing,78.7,12,0,9.89,4508.806185,57.6,18.3,37636.11173,0
Finland,2003,Developing,78.4,98,0,9.31,3869.026302,57.1,18.1,32816.1688,0
Finland,2002,Developing,78.1,98,0,9.25,3099.357319,56.6,18,26834.2625,0
Finland,2001,Developing,78,1,0,8.94,2775.33544,56.1,17.7,24913.24452,0
Finland,2000,Developing,77.5,15,0,8.59,397.7533689,55.5,17.3,24253.2542,0
France,2015,Developing,82.4,78,2,,0,62.5,16.3,36526.7711,3
France,2014,Developing,82.2,79,3,11.5,6739.677606,62,16.2,42955.24287,3
France,2013,Developing,82,81,3,11.1,6646.953935,61.6,16.2,42554.1225,3
France,2012,Developing,81.5,83,3,11.5,751.3793553,61.1,16.1,4838.2444,3
France,2011,Developing,81.7,83,3,11.8,683.9190568,6.6,16.1,4381.288,3
France,2010,Developing,81.3,86,3,11.7,72.8001211,6.1,16,473.34279,3
France,2009,Developing,81.1,88,3,11.8,6415.35735,59.6,16,41631.13141,3
France,2008,Developing,89,88,3,11.9,7002.785925,59.1,16.1,45413.6571,3
France,2007,Developing,89,89,3,12.2,64.73714894,58.6,16.1,416.58397,3
France,2006,Developing,86,92,3,12.4,5689.991931,58,16.1,36544.5853,4
France,2005,Developing,81,93,3,12.2,5451.701225,57.5,15.5,34879.72633,4
France,2004,Developing,82,94,3,13.18,5291.234786,57,15.5,33874.74255,4
France,2003,Developing,79.3,99,3,13.49,4572.441963,56.4,15.4,29691.18158,4
France,2002,Developing,79.2,11,3,13.78,3779.655273,55.8,15.5,24275.2426,4
France,2001,Developing,79,13,3,13.89,3451.185079,55.2,15.6,22527.31775,4
France,2000,Developing,78.8,13,3,13.63,3410.284431,54.6,15.7,22465.64184,4
Gabon,2015,Developing,66,229,2,,0,36.3,12.6,7388.984144,3
Gabon,2014,Developing,65.5,237,2,0.01,715.2816939,35.8,12.6,9692.163874,3
Gabon,2013,Developing,64.6,255,2,8.86,154.8758879,35.2,12.5,9679.742995,3
Gabon,2012,Developing,63.5,276,2,8.3,805.3925284,34.6,12.5,9774.18117,3
Gabon,2011,Developing,62.8,289,2,8.9,133.5223672,34.1,12.5,1716.2258,3
Gabon,2010,Developing,62.3,294,2,8.85,145.318282,33.5,12.5,8754.113376,3
Gabon,2009,Developing,61.7,31,2,8.64,52.31086276,33,12.4,763.66223,3
Gabon,2008,Developing,61.6,298,2,8.75,11.05422474,32.4,12.4,194.2746,3
Gabon,2007,Developing,61.6,291,2,9.02,545.4389573,31.9,12.4,8352.81711,3
Gabon,2006,Developing,61.4,288,2,8.01,40.53719812,31.4,12.4,727.777345,3
Gabon,2005,Developing,65,37,2,7.72,353.2438029,3.8,12.4,6741.293948,3
Gabon,2004,Developing,59.7,322,2,8.13,443.4750634,3.3,12.3,5685.577736,3
Gabon,2003,Developing,59.7,32,2,6.47,352.232365,29.8,12.3,4892.11618,3
Gabon,2002,Developing,59.7,315,2,8.34,22.69039905,29.2,12.3,412.55271,3
Gabon,2001,Developing,59.8,37,2,9.29,183.6980778,28.7,12.3,3976.14887,3
Gabon,2000,Developing,61,296,2,8.87,218.1727473,28.1,12.2,4116.46693,3
Gambia,2015,Developing,61.1,262,3,,0,27.3,8.9,,5
Gambia,2014,Developing,68,266,3,0.01,0,26.7,8.9,,5
Gambia,2013,Developing,66,266,3,0.01,0,26,8.9,,5
Gambia,2012,Developing,62,269,3,0.01,0,25.4,8.8,,5
Gambia,2011,Developing,59.8,277,3,3.41,0,24.8,8.7,,5
Gambia,2010,Developing,59.3,284,3,3.48,0,24.1,8.8,,6
Gambia,2009,Developing,59,286,3,2.99,0,23.5,8.9,,6
Gambia,2008,Developing,58.7,287,3,2.79,0,22.8,8.6,,6
Gambia,2007,Developing,58.5,288,3,2.64,0,22.2,8.4,,6
Gambia,2006,Developing,58.2,288,3,2.93,0,21.5,8.1,,6
Gambia,2005,Developing,57.7,294,3,2.26,0,2.9,7.8,,6
Gambia,2004,Developing,57.3,296,3,2.51,0,2.3,7.6,,6
